Id,Text,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph
unknown,"Thank you for calling the adverse event call center. My name is Mike, and",1.4728847,5.931346,,,0.23185156285762787,0.15816305577754974,0.05385243520140648,0.13458950817584991,0.08219021558761597,0.0075052352622151375,0.023636065423488617,0.033056873828172684,0.005475080106407404,0.0468517541885376,0.1102365031838417,0.01109729427844286,0.005567092448472977,0.09213108569383621,0.11904303729534149,0.004834278486669064,0.07029958069324493,0.013281643390655518,0.015129279345273972,0.009019961580634117,0.0018395052757114172,0.018382804468274117,0.005988830700516701,0.0037329152692109346,0.010098930448293686,0.022207774221897125,0.28497186303138733,0.0012522372417151928,0.0028872916009277105,0.0010822645854204893,0.3758156895637512,0.19684892892837524,0.0427280068397522,0.01342239324003458,0.0007408745004795492,0.23178689181804657,0.013175695203244686,0.0524764358997345,0.0065118311904370785,0.001984556205570698,0.36805981397628784,0.003890864085406065,0.0015122187323868275,0.006676407065242529,0.07134108245372772,0.0082507049664855,0.0011279075406491756,0.12577275931835175
unknown,I'm here to help. Could you tell me your name and what you're experiencing? Hi.,6.090577,10.8675,,,0.043069832026958466,0.04479948431253433,0.010632863268256187,0.04592636972665787,0.12074726074934006,0.04391063377261162,0.02258932963013649,0.06005005165934563,0.013102232478559017,0.15248124301433563,0.16798189282417297,0.024135200306773186,0.05935060605406761,0.06381994485855103,0.044259365648031235,0.02384253963828087,0.2904130816459656,0.04344531148672104,0.016491098329424858,0.06172502413392067,0.0313832089304924,0.008212380111217499,0.007587421219795942,0.06476432830095291,0.0257397573441267,0.0695975050330162,0.03489404544234276,0.013558273203670979,0.012938719242811203,0.008314670994877815,0.2147173136472702,0.046310894191265106,0.04884915426373482,0.00976063683629036,0.013606363907456398,0.11391891539096832,0.020430825650691986,0.01939937099814415,0.03005632385611534,0.033163052052259445,0.06134296953678131,0.016890989616513252,0.005975470878183842,0.03755006939172745,0.03468463197350502,0.21942687034606934,0.019222009927034378,0.031164590269327164
unknown,"My name is Lisa. I've been on that metformin for about two months now, and my stomach has",11.185962,15.75247,,,0.1264321655035019,0.09314128756523132,0.03793906792998314,0.16971366107463837,0.017458325251936913,0.07995227724313736,0.018428126350045204,0.20223331451416016,0.009226853027939796,0.15978269279003143,0.38084593415260315,0.22982294857501984,0.05847356840968132,0.04010883718729019,0.11451233923435211,0.11284080147743225,0.22514131665229797,0.061214372515678406,0.01707226037979126,0.053782716393470764,0.026118554174900055,0.016077052801847458,0.09981317818164825,0.015210824087262154,0.009943208657205105,0.023702656850218773,0.1729259192943573,0.010529142804443836,0.02496671862900257,0.003026666585355997,0.5570319890975952,0.1005687266588211,0.04216456413269043,0.14267653226852417,0.009049811400473118,0.3669453263282776,0.20176735520362854,0.014934440143406391,0.02752726525068283,0.010966992005705833,0.22888925671577454,0.027321361005306244,0.03464106470346451,0.029884835705161095,0.04506301507353783,0.02192438766360283,0.004313597921282053,0.07655327022075653
unknown,"been acting weird lately. I'm sorry to hear that, Lisa. Could you",15.75247,20.308994,,,0.019872667267918587,0.015545729547739029,0.007839151658117771,0.1040923073887825,0.04453332722187042,0.04027228802442551,0.009220619685947895,0.16816723346710205,0.010821833275258541,0.05435028672218323,0.05154094845056534,0.03053591027855873,0.07065434008836746,0.08292480558156967,0.029104294255375862,0.008995296433568,0.038831524550914764,0.08692583441734314,0.032455865293741226,0.07184009253978729,0.06751129776239395,0.004277072846889496,0.03330913186073303,0.25016817450523376,0.0038046808913350105,0.034217894077301025,0.03608075529336929,0.02245054766535759,0.03519415482878685,0.008062828332185745,0.07888240367174149,0.019195884466171265,0.009362180717289448,0.009496789425611496,0.00589489471167326,0.04059161990880966,0.05965256690979004,0.02990739792585373,0.009509338065981865,0.05516914650797844,0.035964131355285645,0.008281460031867027,0.01781749539077282,0.05638299882411957,0.025715818628668785,0.5436778664588928,0.006095074117183685,0.009375602938234806
unknown,describe the symptoms you're experiencing? Sure. I've,20.308994,23.746372,,,0.09276223182678223,0.024463657289743423,0.030423378571867943,0.07219508290290833,0.06325509399175644,0.020699717104434967,0.05039447918534279,0.1160471960902214,0.016433965414762497,0.029890773817896843,0.05502878129482269,0.03659844771027565,0.03855865076184273,0.14680203795433044,0.046843402087688446,0.0065529136918485165,0.09004895389080048,0.06276290863752365,0.06755223870277405,0.0333816222846508,0.057932499796152115,0.019296919927001,0.021845966577529907,0.010786598548293114,0.009863713756203651,0.02765572816133499,0.14119717478752136,0.008819802664220333,0.005192837677896023,0.005943174473941326,0.17738501727581024,0.07002108544111252,0.011957922950387001,0.006248078774660826,0.0031839818693697453,0.11548802256584167,0.016385827213525772,0.009004609659314156,0.0019847252406179905,0.005281026475131512,0.0550263449549675,0.0026117328088730574,0.004188758786767721,0.03482337296009064,0.07479356229305267,0.0842309221625328,0.0037623895332217216,0.01894223317503929
unknown,been having some stomach discomfort. It's kind of hard to explain. It's,23.746372,27.273405,,,0.009338156320154667,0.005603430327028036,0.006705583538860083,0.17353181540966034,0.0494501069188118,0.12652984261512756,0.00520084286108613,0.11784691363573074,0.009209471754729748,0.034165047109127045,0.11072699725627899,0.12174510955810547,0.13306471705436707,0.042909156531095505,0.027272142469882965,0.012638045474886894,0.062099639326334,0.23174364864826202,0.03536156937479973,0.1746281087398529,0.04876026138663292,0.005000928416848183,0.04657256603240967,0.0417100265622139,0.003840590361505747,0.01922774314880371,0.038372524082660675,0.01452160906046629,0.004915826488286257,0.00693801324814558,0.08891545236110687,0.015205223113298416,0.0064904759638011456,0.03287225589156151,0.028765568509697914,0.01267003919929266,0.05496412143111229,0.006727340631186962,0.002823181916028261,0.039912670850753784,0.018551183864474297,0.00975322350859642,0.016919879242777824,0.027230506762862206,0.015354971401393414,0.04270968958735466,0.009915592148900032,0.004447211977094412
unknown,"like b and maybe some cramp. It's been happening on and off, but",27.273405,31.57684,,,0.015536967664957047,0.01409136038273573,0.028847884386777878,0.10123791545629501,0.17324241995811462,0.18410825729370117,0.01862451247870922,0.10638198256492615,0.03538163751363754,0.03533045947551727,0.08358592540025711,0.13134720921516418,0.20212216675281525,0.1491999626159668,0.021437574177980423,0.04320795461535454,0.030182788148522377,0.1911618858575821,0.2130947858095169,0.3692595064640045,0.13909520208835602,0.007723106071352959,0.1257743388414383,0.10617085546255112,0.01108610536903143,0.017338452860713005,0.02855169028043747,0.09547530114650726,0.03832085803151131,0.04515533894300461,0.0686696469783783,0.030008850619196892,0.013676038011908531,0.017448198050260544,0.09251543134450912,0.01173071563243866,0.07788153737783432,0.008534949272871017,0.009222570806741714,0.0794113278388977,0.025895439088344574,0.011493666097521782,0.07654724270105362,0.08016001433134079,0.012704002670943737,0.04653952643275261,0.10096432268619537,0.005233453121036291
unknown,it feels unusual for me. Thank you for sharing that. Have you noticed,31.57684,35.880276,,,0.10833563655614853,0.0356513150036335,0.039283931255340576,0.02919343300163746,0.07086582481861115,0.03455597162246704,0.017102865502238274,0.15411759912967682,0.013695742934942245,0.18449005484580994,0.03348914161324501,0.06079760938882828,0.06331628561019897,0.1326739639043808,0.0598447360098362,0.0029655795078724623,0.016320159658789635,0.1388544738292694,0.04188365861773491,0.03871407359838486,0.12803159654140472,0.0030962328892201185,0.015120564959943295,0.04248720407485962,0.0025410775560885668,0.04903889447450638,0.015102667734026909,0.0047336905263364315,0.005397807341068983,0.002163927536457777,0.11259233951568604,0.03402173891663551,0.03033357858657837,0.0104215107858181,0.004724754951894283,0.019999556243419647,0.04818166792392731,0.03993016108870506,0.014175459742546082,0.021591300144791603,0.10890871286392212,0.003994083032011986,0.0066412813030183315,0.0212481040507555,0.05707226321101189,0.08480358123779297,0.003494732081890106,0.007396891247481108
unknown,that these symptoms occur at a specific time? Like after taking,35.880276,40.125,,,0.05770731717348099,0.020138230174779892,0.026486357674002647,0.0629429817199707,0.037044864147901535,0.019790852442383766,0.041790686547756195,0.036266669631004333,0.009784041903913021,0.06524211168289185,0.3385578691959381,0.11586698144674301,0.04560565948486328,0.04288916662335396,0.02609442174434662,0.01666652038693428,0.15996336936950684,0.024146443232893944,0.014293717220425606,0.029829178005456924,0.030350185930728912,0.012691683135926723,0.006410170812159777,0.039359014481306076,0.019028782844543457,0.01400700956583023,0.07483016699552536,0.019899770617485046,0.008501388132572174,0.007596674375236034,0.4824022352695465,0.03011908195912838,0.010899253189563751,0.09449928998947144,0.00481271930038929,0.03458293154835701,0.07597935944795609,0.019536947831511497,0.013214420527219772,0.009748402051627636,0.074711374938488,0.008389335125684738,0.004795732442289591,0.0315372496843338,0.036256466060876846,0.13312745094299316,0.00769403949379921,0.024518920108675957
unknown,"your medication or eating? Well, I usually take Metformin with breakfast.",40.125,44.364998,,,0.005785850808024406,0.0032813474535942078,0.00553095992654562,0.0338827483355999,0.083165742456913,0.05058204382658005,0.004621519707143307,0.1250719577074051,0.03255035728216171,0.3013755679130554,0.24799256026744843,0.15464846789836884,0.13011649250984192,0.10768914967775345,0.03148907050490379,0.035039499402046204,0.24042510986328125,0.07119401544332504,0.03444698825478554,0.07185877114534378,0.06371406465768814,0.0017614588141441345,0.02609901688992977,0.010497845709323883,0.0060357023030519485,0.016151679679751396,0.008961917832493782,0.009290961548686028,0.012932445853948593,0.007597578223794699,0.05970427021384239,0.003370937891304493,0.004473585169762373,0.01172993890941143,0.006949158851057291,0.03513277694582939,0.0995972529053688,0.009730332531034946,0.009732590056955814,0.01767738163471222,0.025519974529743195,0.016633011400699615,0.016838381066918373,0.04284720867872238,0.008001841604709625,0.017375513911247253,0.018034813925623894,0.005056997761130333
